Rivigo	Rivigo Corporate Office	90, Sector 44, Gurugram, Haryana 122003	28.4517716	77.0713358	rivigo.com
Shadowfax	Shadowfax Technologies	Malviya Nagar Rd, Malviya Nagar, New Delhi, Delhi 110017	28.5327203	77.2142975	shadowfax.in
Shiprocket	Shiprocket	416, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016	28.5088678	77.089698	shiprocket.in
Xpressbees	Xpressbees	241, Udyog Vihar II Rd, Sector 20, Gurugram, Haryana 122016	28.5115444	77.0871574	xpressbees.com
Moglix	Moglix	D-188, D Block, Sector 10, Noida, Uttar Pradesh 201301	28.5916115	77.3336736	moglix.com
Udaan	Udaan Gurgaon Office	77B, Sector 18, Gurugram, Haryana 122015	28.485279	77.062945	udaan.com
Jumbotail	Jumbotail	Gurugram, Haryana 122102	28.374161	77.0735084	jumbotail.com
ElasticRun	ElasticRun	388, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015	28.5000195	77.0745689	elastic.run
Nykaa	Nykaa Corporate Office	Plot 156, Sector 44 Rd, Sector 44, Gurugram, Haryana 122003	28.4564624	77.073673	nykaa.com
boAt	boAt Lifestyle HQ	272, Udyog Vihar II Rd, Sector 20, Gurugram, Haryana 122016	28.508163	77.0854089	boat-lifestyle.com
Noise	Nexxbase Marketing (Noise)	Two Horizon Center, Golf Course Rd, Sector 43, Gurugram, Haryana 122009	28.4512548	77.0967543	gonoise.com
Country Delight	Country Delight	JMD Megapolis, Sohna Rd, Sector 48, Gurugram, Haryana 122018	28.4169526	77.035762	countrydelight.in
Bira 91	Bira 91 Global HQ	Scindia House, KG Marg, Connaught Place, New Delhi, Delhi 110001	28.6296291	77.2211152	bira91.com
Bombay Shaving Company	Bombay Shaving Company	Vipul Plaza, Suncity, Sector 54, Gurugram, Haryana 122011	28.4349009	77.1061959	bombayshavingcompany.com
The Man Company	The Man Company	Splendor Spectrum One, Golf Course Ext Rd, Sector 58, Gurugram, Haryana 122098	28.4116664	77.1071655	themancompany.com
Clovia	Clovia Corporate Office	F Block, Sector 6, Noida, Uttar Pradesh 201301	28.591298	77.318978	clovia.com
Cult.fit	Curefit HQ Gurgaon	Soulstice, 52, Sector 44, Gurugram, Haryana 122003	28.4521648	77.0704876	cult.fit
MediBuddy	MediBuddy vHealth	JDKD Corporate Park, Mohan Cooperative, Sarita Vihar, New Delhi, Delhi 110044	28.5272252	77.2890855	medibuddy.in
Medanta	Medanta	Sector 38, Medicity, Gurugram, Haryana 122018	28.4379816	77.0412426	medanta.org
Max Healthcare	Max Healthcare Head Office	Maharishi Dayanand Marg, Malviya Nagar, New Delhi, Delhi 110017	28.5395689	77.213004	maxhealthcare.in
BYJU'S	BYJU'S Gurugram Office	Sewa Tower, Sector 18, Gurugram, Haryana 122015	28.4922759	77.0779143	byjus.com
Unacademy	Unacademy Gurugram	Industrial Development Area, Sector 16, Gurugram, Haryana 122001	28.4694375	77.0539375	unacademy.com
PhysicsWallah	Physics Wallah HQ	Noida One, Sector 62, Noida, Uttar Pradesh 201309	28.6229745	77.3663583	pw.live
upGrad	upGrad Gurugram	Unitech Cyber Park, Tower D, Sector 39, Gurugram, Haryana 122003	28.4433425	77.0550972	upgrad.com
Coursera India	Coursera India	WeWork HQ27, MG Road, Sushant Lok, Sector 27, Gurugram, Haryana 122007	28.4729123	77.0528246	coursera.org
